head,relation,tail
Method_text,IMPROVES,Method_computational
Method_text,IMPROVES,Method_natural
2403.09369,BELONGS_TO,Technology_preconfig
2407.19914,PROPOSED,Method_machine
2206.02039,BELONGS_TO,Technology_ai
2206.02039,PROPOSED,Method_natural
2406.14213,RESEARCH_ON,Task_machine
2106.01506,BELONGS_TO,Technology_ai
2403.06354,BELONGS_TO,Technology_llava
2403.06354,PROPOSED,Method_audio
2403.06354,PROPOSED,Method_vision
2403.06354,PROPOSED,Method_llava
Method_audio,USES,Technology_llava
Method_audio,IMPROVES,Method_vision
Method_audio,IMPROVES,Method_llava
Method_vision,USES,Technology_llava
Method_vision,IMPROVES,Method_audio
Method_vision,IMPROVES,Method_llava
Method_llava,USES,Technology_llava
Method_llava,IMPROVES,Method_audio
Method_llava,IMPROVES,Method_vision
2208.03646,BELONGS_TO,Technology_cpu
2208.03646,BELONGS_TO,Technology_gpu
2208.03646,BELONGS_TO,Technology_cublas
1806.06301,BELONGS_TO,Technology_ai
2312.15536,BELONGS_TO,Technology_ai
2312.15536,BELONGS_TO,Technology_computer
2312.15536,PROPOSED,Method_computer
2312.15536,RESEARCH_ON,Task_se
Method_computer,USES,Technology_ai
Method_computer,EVALUATES,Task_se
Technology_ai,BELONGS_TO,Task_se
Technology_computer,BELONGS_TO,Task_se
1711.10327,PROPOSED,Method_latent
2407.09162,RESEARCH_ON,Task_reasoning
1810.08740,BELONGS_TO,Technology_nlp
1810.08740,PROPOSED,Method_mt
1810.08740,RESEARCH_ON,Task_improving
Method_mt,USES,Technology_nlp
Method_mt,EVALUATES,Task_improving
Technology_nlp,BELONGS_TO,Task_improving
2307.02435,BELONGS_TO,Technology_nlp
2307.02435,BELONGS_TO,Technology_vision
2307.02435,PROPOSED,Method_prompt
2307.02435,PROPOSED,Method_prompt
2307.02435,RESEARCH_ON,Task_prompt
2307.02435,RESEARCH_ON,Task_prompt
Method_prompt,USES,Technology_nlp
Method_prompt,USES,Technology_vision
Method_prompt,IMPROVES,Method_prompt
Method_prompt,EVALUATES,Task_prompt
Method_prompt,EVALUATES,Task_prompt
Method_prompt,USES,Technology_nlp
Method_prompt,USES,Technology_vision
Method_prompt,IMPROVES,Method_prompt
Method_prompt,EVALUATES,Task_prompt
Method_prompt,EVALUATES,Task_prompt
Technology_nlp,BELONGS_TO,Task_prompt
Technology_nlp,BELONGS_TO,Task_prompt
Technology_vision,BELONGS_TO,Task_prompt
Technology_vision,BELONGS_TO,Task_prompt
1812.00427,RESEARCH_ON,Task_cl-scisumm
1810.09302,BELONGS_TO,Technology_biosentvec
1810.09302,BELONGS_TO,Technology_biosentvec
1804.07847,BELONGS_TO,Technology_nlp
2202.09741,RESEARCH_ON,Task_lka
2312.17294,BELONGS_TO,Technology_chatgpt
2312.17294,BELONGS_TO,Technology_gpt-4
1906.04903,BELONGS_TO,Technology_software
2406.09790,PROPOSED,Method_pcc-tuning
2204.05426,BELONGS_TO,Technology_prototex
2204.05426,RESEARCH_ON,Task_propaganda
Technology_prototex,BELONGS_TO,Task_propaganda
1905.06196,RESEARCH_ON,Task_dual
2003.02912,PROPOSED,Method_making
2101.08890,BELONGS_TO,Technology_pqrnn
2101.08890,RESEARCH_ON,Task_matis
2101.08890,RESEARCH_ON,Task_mtop
Technology_pqrnn,BELONGS_TO,Task_matis
Technology_pqrnn,BELONGS_TO,Task_mtop
2405.03058,BELONGS_TO,Technology_non-linear
2405.03058,PROPOSED,Method_non-linear
Method_non-linear,USES,Technology_non-linear
2410.15021,PROPOSED,Method_metric-augmented
2410.15021,PROPOSED,Method_mambr
2410.15021,RESEARCH_ON,Task_metric-augmented
Method_metric-augmented,IMPROVES,Method_mambr
Method_metric-augmented,EVALUATES,Task_metric-augmented
Method_mambr,IMPROVES,Method_metric-augmented
Method_mambr,EVALUATES,Task_metric-augmented
1907.03230,PROPOSED,Method_re
2405.07500,PROPOSED,Method_manually
2405.07500,PROPOSED,Method_machine
Method_manually,IMPROVES,Method_machine
Method_machine,IMPROVES,Method_manually
2411.08610,PROPOSED,Method_pet
2411.08610,PROPOSED,Method_pet
2411.08610,RESEARCH_ON,Task_mt
2411.08610,RESEARCH_ON,Task_qa
Method_pet,IMPROVES,Method_pet
Method_pet,EVALUATES,Task_mt
Method_pet,EVALUATES,Task_qa
Method_pet,IMPROVES,Method_pet
Method_pet,EVALUATES,Task_mt
Method_pet,EVALUATES,Task_qa
2208.06525,BELONGS_TO,Technology_python
2208.06525,PROPOSED,Method_automated
2208.06525,PROPOSED,Method_roberta-con
2208.06525,PROPOSED,Method_python
Method_automated,USES,Technology_python
Method_automated,IMPROVES,Method_roberta-con
Method_automated,IMPROVES,Method_python
Method_roberta-con,USES,Technology_python
Method_roberta-con,IMPROVES,Method_automated
Method_roberta-con,IMPROVES,Method_python
Method_python,IMPROVES,Method_automated
Method_python,IMPROVES,Method_roberta-con
2308.15996,PROPOSED,Method_dtrocr
2308.15996,PROPOSED,Method_decoder-only
2308.15996,RESEARCH_ON,Task_decoder-only
Method_dtrocr,IMPROVES,Method_decoder-only
Method_dtrocr,EVALUATES,Task_decoder-only
Method_decoder-only,IMPROVES,Method_dtrocr
Method_decoder-only,EVALUATES,Task_decoder-only
2403.16995,PROPOSED,Method_language
2305.10716,BELONGS_TO,Technology_ts-ptms
2410.04404,PROPOSED,Method_cimate
2401.02986,BELONGS_TO,Technology_generative
2304.00634,RESEARCH_ON,Task_topic
1906.12039,PROPOSED,Method_language
2004.03794,RESEARCH_ON,Task_glue
2407.04796,BELONGS_TO,Technology_cheetah-3.7b
2407.04796,BELONGS_TO,Technology_cheetah-1.2b
2407.04796,RESEARCH_ON,Task_many-to-many
Technology_cheetah-3.7b,BELONGS_TO,Task_many-to-many
Technology_cheetah-1.2b,BELONGS_TO,Task_many-to-many
1711.09160,BELONGS_TO,Technology_nlp
2406.03115,BELONGS_TO,Technology_generative
2406.03115,BELONGS_TO,Technology_get
2406.03115,PROPOSED,Method_eeg
Method_eeg,USES,Technology_generative
Method_eeg,USES,Technology_get
2310.02124,BELONGS_TO,Technology_nlp
2310.02124,BELONGS_TO,Technology_api
2401.06877,BELONGS_TO,Technology_nlp
2409.11147,PROPOSED,Method_reasoning
2409.11147,RESEARCH_ON,Task_reasoning
Method_reasoning,EVALUATES,Task_reasoning
2109.04018,BELONGS_TO,Technology_graphine
2212.07852,RESEARCH_ON,Task_depression
2402.14215,BELONGS_TO,Technology_swin3d
2312.12773,PROPOSED,Method_state-of-the-art
2110.13317,BELONGS_TO,Technology_ai
2110.13317,BELONGS_TO,Technology_4ir
1707.06320,BELONGS_TO,Technology_nlp
1402.0578,PROPOSED,Method_natural
2312.16311,PROPOSED,Method_automatic
2308.10529,BELONGS_TO,Technology_seqgpt
2308.10529,PROPOSED,Method_typing
Method_typing,USES,Technology_seqgpt
2501.15747,BELONGS_TO,Technology_the
2501.15747,BELONGS_TO,Technology_indicmmlu-pro
2305.07224,PROPOSED,Method_raction
2210.00788,BELONGS_TO,Technology_adapter
2210.00788,BELONGS_TO,Technology_visual-petl
2210.00788,BELONGS_TO,Technology_adaptformer-swin
2210.00788,BELONGS_TO,Technology_v-petl
2210.00788,PROPOSED,Method_prompt-tuning
2210.00788,PROPOSED,Method_adapter
2210.00788,PROPOSED,Method_visual-petl
2210.00788,PROPOSED,Method_v-petl
Method_prompt-tuning,USES,Technology_adapter
Method_prompt-tuning,USES,Technology_visual-petl
Method_prompt-tuning,USES,Technology_adaptformer-swin
Method_prompt-tuning,USES,Technology_v-petl
Method_prompt-tuning,IMPROVES,Method_adapter
Method_prompt-tuning,IMPROVES,Method_visual-petl
Method_prompt-tuning,IMPROVES,Method_v-petl
Method_adapter,USES,Technology_adapter
Method_adapter,USES,Technology_visual-petl
Method_adapter,USES,Technology_adaptformer-swin
Method_adapter,USES,Technology_v-petl
Method_adapter,IMPROVES,Method_prompt-tuning
Method_adapter,IMPROVES,Method_visual-petl
Method_adapter,IMPROVES,Method_v-petl
Method_visual-petl,USES,Technology_adapter
Method_visual-petl,USES,Technology_visual-petl
Method_visual-petl,USES,Technology_adaptformer-swin
Method_visual-petl,USES,Technology_v-petl
Method_visual-petl,IMPROVES,Method_prompt-tuning
Method_visual-petl,IMPROVES,Method_adapter
Method_visual-petl,IMPROVES,Method_v-petl
Method_v-petl,USES,Technology_adapter
Method_v-petl,USES,Technology_visual-petl
Method_v-petl,USES,Technology_adaptformer-swin
Method_v-petl,USES,Technology_v-petl
Method_v-petl,IMPROVES,Method_prompt-tuning
Method_v-petl,IMPROVES,Method_adapter
Method_v-petl,IMPROVES,Method_visual-petl
1908.07818,RESEARCH_ON,Task_keyword
2305.07016,RESEARCH_ON,Task_cross-lingual
2305.07016,RESEARCH_ON,Task_cross-lingual
2106.09069,PROPOSED,Method_machine
2310.15239,RESEARCH_ON,Task_benchmarking
2410.06886,BELONGS_TO,Technology_fltlm
2410.06886,RESEARCH_ON,Task_multi-document
Technology_fltlm,BELONGS_TO,Task_multi-document
2212.09523,BELONGS_TO,Technology_nlp
2409.01193,BELONGS_TO,Technology_clibe
2108.07638,PROPOSED,Method_emotion
2108.07638,RESEARCH_ON,Task_sentiment
Method_emotion,EVALUATES,Task_sentiment
2007.06225,PROPOSED,Method_deep
2106.01536,BELONGS_TO,Technology_opensmile
2501.03040,BELONGS_TO,Technology_nlp
2311.18450,BELONGS_TO,Technology_chatgpt
2311.18450,BELONGS_TO,Technology_co-pilot
2311.18450,BELONGS_TO,Technology_llms
2311.18450,BELONGS_TO,Technology_codebuddy
2311.18450,PROPOSED,Method_fine-tuning
2311.18450,PROPOSED,Method_codebuddy
Method_fine-tuning,USES,Technology_chatgpt
Method_fine-tuning,USES,Technology_co-pilot
Method_fine-tuning,USES,Technology_llms
Method_fine-tuning,USES,Technology_codebuddy
Method_fine-tuning,IMPROVES,Method_codebuddy
Method_codebuddy,USES,Technology_chatgpt
Method_codebuddy,USES,Technology_co-pilot
Method_codebuddy,USES,Technology_llms
Method_codebuddy,USES,Technology_codebuddy
Method_codebuddy,IMPROVES,Method_fine-tuning
2004.05904,PROPOSED,Method_cluster
2107.04553,PROPOSED,Method_language
2305.14303,BELONGS_TO,Technology_refactor
2010.12563,PROPOSED,Method_concealed
2010.12563,RESEARCH_ON,Task_concealed
Method_concealed,EVALUATES,Task_concealed
2206.10552,BELONGS_TO,Technology_vicinity
2206.10552,RESEARCH_ON,Task_vicinity
Technology_vicinity,BELONGS_TO,Task_vicinity
2401.14931,BELONGS_TO,Technology_llms
1911.03644,BELONGS_TO,Technology_bi-gru-lstm-cnn
1911.03644,RESEARCH_ON,Task_hate
Technology_bi-gru-lstm-cnn,BELONGS_TO,Task_hate
1806.01954,PROPOSED,Method_machine
2409.16618,BELONGS_TO,Technology_cgba
2409.16618,RESEARCH_ON,Task_claim-guided
Technology_cgba,BELONGS_TO,Task_claim-guided
2104.08597,BELONGS_TO,Technology_lsp-align
2104.08597,RESEARCH_ON,Task_mining
Technology_lsp-align,BELONGS_TO,Task_mining
2309.06256,BELONGS_TO,Technology_openllama-3b
2309.06256,BELONGS_TO,Technology_pareto
2309.06256,PROPOSED,Method_openllama-3b
2309.06256,PROPOSED,Method_model
Method_openllama-3b,USES,Technology_openllama-3b
Method_openllama-3b,USES,Technology_pareto
Method_openllama-3b,IMPROVES,Method_model
Method_model,USES,Technology_openllama-3b
Method_model,USES,Technology_pareto
Method_model,IMPROVES,Method_openllama-3b
2502.02048,BELONGS_TO,Technology_constrastive
2502.02048,BELONGS_TO,Technology_vision
2502.02048,BELONGS_TO,Technology_ml
2502.02048,PROPOSED,Method_constrastive
Method_constrastive,USES,Technology_constrastive
Method_constrastive,USES,Technology_vision
Method_constrastive,USES,Technology_ml
1909.00964,BELONGS_TO,Technology_xqa
1909.00964,PROPOSED,Method_cross-lingual
1909.00964,PROPOSED,Method_cross-lingual
1909.00964,PROPOSED,Method_xqa
Method_cross-lingual,USES,Technology_xqa
Method_cross-lingual,IMPROVES,Method_cross-lingual
Method_cross-lingual,IMPROVES,Method_xqa
Method_cross-lingual,USES,Technology_xqa
Method_cross-lingual,IMPROVES,Method_cross-lingual
Method_cross-lingual,IMPROVES,Method_xqa
Method_xqa,USES,Technology_xqa
Method_xqa,IMPROVES,Method_cross-lingual
Method_xqa,IMPROVES,Method_cross-lingual
2407.03778,BELONGS_TO,Technology_ai
2407.03778,RESEARCH_ON,Task_question
2407.03778,RESEARCH_ON,Task_qa
Technology_ai,BELONGS_TO,Task_question
2410.06370,BELONGS_TO,Technology_humvi
2011.03203,BELONGS_TO,Technology_nlp
2306.01771,BELONGS_TO,Technology_processgpt
2306.01771,BELONGS_TO,Technology_machine
2306.01771,BELONGS_TO,Technology_nlp
2306.01771,PROPOSED,Method_nlp
2306.01771,PROPOSED,Method_machine
2306.01771,PROPOSED,Method_processgpt
Method_nlp,USES,Technology_processgpt
Method_nlp,USES,Technology_machine
Method_nlp,USES,Technology_nlp
Method_nlp,IMPROVES,Method_machine
Method_nlp,IMPROVES,Method_processgpt
Method_machine,USES,Technology_processgpt
Method_machine,USES,Technology_machine
Method_machine,USES,Technology_nlp
Method_machine,IMPROVES,Method_nlp
Method_machine,IMPROVES,Method_processgpt
Method_processgpt,USES,Technology_processgpt
Method_processgpt,USES,Technology_machine
Method_processgpt,USES,Technology_nlp
Method_processgpt,IMPROVES,Method_nlp
Method_processgpt,IMPROVES,Method_machine
1803.02710,RESEARCH_ON,Task_recognizing
2202.07880,RESEARCH_ON,Task_nlp
2204.04026,BELONGS_TO,Technology_abba
2204.04026,RESEARCH_ON,Task_argument
Technology_abba,BELONGS_TO,Task_argument
2209.14409,BELONGS_TO,Technology_natural
2209.14409,BELONGS_TO,Technology_machine
2209.14409,PROPOSED,Method_natural
2209.14409,PROPOSED,Method_machine
2210.04782,PROPOSED,Method_robust
2210.04782,PROPOSED,Method_rcp
2210.04782,RESEARCH_ON,Task_nlp
Method_robust,IMPROVES,Method_rcp
Method_robust,EVALUATES,Task_nlp
Method_rcp,IMPROVES,Method_robust
Method_rcp,EVALUATES,Task_nlp
2403.04643,BELONGS_TO,Technology_nlp
2403.04643,PROPOSED,Method_replacement
2403.04643,RESEARCH_ON,Task_quality
Method_replacement,USES,Technology_nlp
Method_replacement,EVALUATES,Task_quality
Technology_nlp,BELONGS_TO,Task_quality
2404.03189,BELONGS_TO,Technology_ai
2404.03189,PROPOSED,Method_ct
2404.03189,RESEARCH_ON,Task_counterfactual
Method_ct,USES,Technology_ai
Method_ct,EVALUATES,Task_counterfactual
Technology_ai,BELONGS_TO,Task_counterfactual
2306.03208,PROPOSED,Method_dynamic
2306.03208,RESEARCH_ON,Task_slot
Method_dynamic,EVALUATES,Task_slot
2402.09874,BELONGS_TO,Technology_encoder-decoder
2402.09874,RESEARCH_ON,Task_offensive
2402.09874,RESEARCH_ON,Task_misinformation
Technology_encoder-decoder,BELONGS_TO,Task_offensive
Technology_encoder-decoder,BELONGS_TO,Task_misinformation
2104.06486,RESEARCH_ON,Task_multi-document
2501.17598,PROPOSED,Method_scr-ce
2501.17598,PROPOSED,Method_entity-based
2501.17598,PROPOSED,Method_scr-ee
2501.17598,PROPOSED,Method_concept-based
2501.17598,RESEARCH_ON,Task_concept-based
Method_scr-ce,IMPROVES,Method_entity-based
Method_scr-ce,IMPROVES,Method_scr-ee
Method_scr-ce,IMPROVES,Method_concept-based
Method_scr-ce,EVALUATES,Task_concept-based
Method_entity-based,IMPROVES,Method_scr-ce
Method_entity-based,IMPROVES,Method_scr-ee
Method_entity-based,IMPROVES,Method_concept-based
Method_entity-based,EVALUATES,Task_concept-based
Method_scr-ee,IMPROVES,Method_scr-ce
Method_scr-ee,IMPROVES,Method_entity-based
Method_scr-ee,IMPROVES,Method_concept-based
Method_scr-ee,EVALUATES,Task_concept-based
Method_concept-based,IMPROVES,Method_scr-ce
Method_concept-based,IMPROVES,Method_entity-based
Method_concept-based,IMPROVES,Method_scr-ee
Method_concept-based,EVALUATES,Task_concept-based
2203.03073,BELONGS_TO,Technology_out-of-domain
2203.03073,RESEARCH_ON,Task_instance-level
Technology_out-of-domain,BELONGS_TO,Task_instance-level
1812.06604,RESEARCH_ON,Task_semantic
1806.05559,RESEARCH_ON,Task_parallel
2310.15135,BELONGS_TO,Technology_nlp
2310.15135,PROPOSED,Method_machine
2310.15135,PROPOSED,Method_automatic
Method_machine,IMPROVES,Method_automatic
Method_automatic,USES,Technology_nlp
Method_automatic,IMPROVES,Method_machine
2112.12731,BELONGS_TO,Technology_gpt-3
2404.00489,BELONGS_TO,Technology_prompt-saw
2210.06101,BELONGS_TO,Technology_fedseit
2111.09564,PROPOSED,Method_masked
2111.09564,RESEARCH_ON,Task_system
Method_masked,EVALUATES,Task_system
2201.03866,BELONGS_TO,Technology_6g
2201.03866,BELONGS_TO,Technology_dl
2201.03866,RESEARCH_ON,Task_dl
Technology_6g,BELONGS_TO,Task_dl
Technology_dl,BELONGS_TO,Task_dl
1708.00993,PROPOSED,Method_multi-task
2402.01829,BELONGS_TO,Technology_deep
2402.01829,BELONGS_TO,Technology_natural
2402.01829,PROPOSED,Method_deep
2402.01829,PROPOSED,Method_natural
Method_deep,USES,Technology_natural
Method_deep,IMPROVES,Method_natural
Method_natural,USES,Technology_deep
Method_natural,IMPROVES,Method_deep
1902.04714,PROPOSED,Method_natural
2310.20089,BELONGS_TO,Technology_koti
2310.20089,PROPOSED,Method_keyword-optimized
2310.20089,PROPOSED,Method_koti
Method_keyword-optimized,USES,Technology_koti
Method_keyword-optimized,IMPROVES,Method_koti
Method_koti,USES,Technology_koti
Method_koti,IMPROVES,Method_keyword-optimized
2208.11701,BELONGS_TO,Technology_social
2206.04246,PROPOSED,Method_chest
2206.04246,PROPOSED,Method_x-ray
2206.04246,PROPOSED,Method_chest
Method_chest,IMPROVES,Method_x-ray
Method_chest,IMPROVES,Method_chest
Method_x-ray,IMPROVES,Method_chest
Method_x-ray,IMPROVES,Method_chest
Method_chest,IMPROVES,Method_chest
Method_chest,IMPROVES,Method_x-ray
2305.13755,BELONGS_TO,Technology_nlp
1912.05200,RESEARCH_ON,Task_automatic
2309.17361,PROPOSED,Method_jointly
2309.17361,RESEARCH_ON,Task_network
Method_jointly,EVALUATES,Task_network
2402.18209,BELONGS_TO,Technology_dacy
2401.06789,BELONGS_TO,Technology_web
2401.06789,RESEARCH_ON,Task_information
Technology_web,BELONGS_TO,Task_information
2204.02906,PROPOSED,Method_knowledge
2405.02650,BELONGS_TO,Technology_natural
2405.02650,BELONGS_TO,Technology_language
2106.03164,PROPOSED,Method_adapter-based
2211.00321,BELONGS_TO,Technology_nlp
2211.00321,PROPOSED,Method_improving
Method_improving,USES,Technology_nlp
2203.10716,BELONGS_TO,Technology_dl
2203.10716,BELONGS_TO,Technology_ml
2203.10716,PROPOSED,Method_dl
2203.10716,PROPOSED,Method_statistical
2203.10716,PROPOSED,Method_data
Method_dl,USES,Technology_dl
Method_dl,USES,Technology_ml
Method_dl,IMPROVES,Method_statistical
Method_dl,IMPROVES,Method_data
Method_statistical,USES,Technology_dl
Method_statistical,USES,Technology_ml
Method_statistical,IMPROVES,Method_dl
Method_statistical,IMPROVES,Method_data
Method_data,USES,Technology_dl
Method_data,USES,Technology_ml
Method_data,IMPROVES,Method_dl
Method_data,IMPROVES,Method_statistical
1612.03618,BELONGS_TO,Technology_java
2011.08612,BELONGS_TO,Technology_iot
2011.08612,BELONGS_TO,Technology_ai
2011.08612,PROPOSED,Method_puting
2011.08612,PROPOSED,Method_edge
2011.08612,PROPOSED,Method_fog
Method_puting,USES,Technology_iot
Method_puting,USES,Technology_ai
Method_puting,IMPROVES,Method_edge
Method_puting,IMPROVES,Method_fog
Method_edge,USES,Technology_iot
Method_edge,USES,Technology_ai
Method_edge,IMPROVES,Method_puting
Method_edge,IMPROVES,Method_fog
Method_fog,USES,Technology_iot
Method_fog,USES,Technology_ai
Method_fog,IMPROVES,Method_puting
Method_fog,IMPROVES,Method_edge
2109.00055,PROPOSED,Method_sentence
2006.05113,PROPOSED,Method_eeg
2006.05113,PROPOSED,Method_electroencephalography
Method_eeg,IMPROVES,Method_electroencephalography
Method_electroencephalography,IMPROVES,Method_eeg
2108.10791,BELONGS_TO,Technology_nlp
2502.10140,BELONGS_TO,Technology_conceptnet
2502.10140,BELONGS_TO,Technology_glotcc
2403.16158,BELONGS_TO,Technology_chatgpt
2409.11282,BELONGS_TO,Technology_flan-t5
2409.11282,PROPOSED,Method_flan-t5
Method_flan-t5,USES,Technology_flan-t5
2210.13838,BELONGS_TO,Technology_nlp
2312.06499,BELONGS_TO,Technology_targeted
2312.06499,PROPOSED,Method_targeted
2312.06499,RESEARCH_ON,Task_targeted
Method_targeted,USES,Technology_targeted
Method_targeted,EVALUATES,Task_targeted
Technology_targeted,BELONGS_TO,Task_targeted
2102.04124,BELONGS_TO,Technology_stocktwits
2204.06240,BELONGS_TO,Technology_criteo
1506.06418,BELONGS_TO,Technology_ie
1506.06418,BELONGS_TO,Technology_instaread
1506.06418,BELONGS_TO,Technology_nlp
1506.06418,PROPOSED,Method_encoding
Method_encoding,USES,Technology_ie
Method_encoding,USES,Technology_instaread
Method_encoding,USES,Technology_nlp
1407.6099,BELONGS_TO,Technology_nlp
2202.02976,BELONGS_TO,Technology_nlp
2202.02976,RESEARCH_ON,Task_re-ranking
Technology_nlp,BELONGS_TO,Task_re-ranking
2309.08008,BELONGS_TO,Technology_ai
2212.13456,BELONGS_TO,Technology_tegformer
2212.13456,PROPOSED,Method_topic-to-essay
Method_topic-to-essay,USES,Technology_tegformer
2301.10412,PROPOSED,Method_backdoor
2301.10412,PROPOSED,Method_deep
2301.10412,RESEARCH_ON,Task_backdoor
Method_backdoor,IMPROVES,Method_deep
Method_backdoor,EVALUATES,Task_backdoor
Method_deep,IMPROVES,Method_backdoor
Method_deep,EVALUATES,Task_backdoor
2409.16751,BELONGS_TO,Technology_e-sql
2409.16751,BELONGS_TO,Technology_deepseek
2409.16751,PROPOSED,Method_direct
Method_direct,USES,Technology_e-sql
Method_direct,USES,Technology_deepseek
1812.02627,BELONGS_TO,Technology_relevant
1812.02627,PROPOSED,Method_relevant
1812.02627,PROPOSED,Method_ngrams
1812.02627,PROPOSED,Method_word2vec
1812.02627,RESEARCH_ON,Task_relevant
Method_relevant,USES,Technology_relevant
Method_relevant,IMPROVES,Method_ngrams
Method_relevant,IMPROVES,Method_word2vec
Method_relevant,EVALUATES,Task_relevant
Method_ngrams,USES,Technology_relevant
Method_ngrams,IMPROVES,Method_relevant
Method_ngrams,IMPROVES,Method_word2vec
Method_ngrams,EVALUATES,Task_relevant
Method_word2vec,USES,Technology_relevant
Method_word2vec,IMPROVES,Method_relevant
Method_word2vec,IMPROVES,Method_ngrams
Method_word2vec,EVALUATES,Task_relevant
Technology_relevant,BELONGS_TO,Task_relevant
2406.19006,BELONGS_TO,Technology_nlp
2406.19006,BELONGS_TO,Technology_vision
1406.3714,BELONGS_TO,Technology_internet
1406.3714,RESEARCH_ON,Task_opinion
Technology_internet,BELONGS_TO,Task_opinion
2210.11695,RESEARCH_ON,Task_global
2210.11695,RESEARCH_ON,Task_gcfexplainer
2403.14469,BELONGS_TO,Technology_chatgpt
2403.14469,BELONGS_TO,Technology_ai
2310.02655,BELONGS_TO,Technology_large
1906.01733,BELONGS_TO,Technology_nlp
2409.07123,RESEARCH_ON,Task_cross-refine
2010.04260,PROPOSED,Method_machine
2411.11350,BELONGS_TO,Technology_chronos
2411.11350,PROPOSED,Method_zero-shot
2411.11350,RESEARCH_ON,Task_zero-shot
Method_zero-shot,USES,Technology_chronos
Method_zero-shot,EVALUATES,Task_zero-shot
Technology_chronos,BELONGS_TO,Task_zero-shot
2406.04220,RESEARCH_ON,Task_evaluation
2406.04220,RESEARCH_ON,Task_classification
2105.09394,BELONGS_TO,Technology_feature
2105.09394,PROPOSED,Method_feature
Method_feature,USES,Technology_feature
2002.07306,BELONGS_TO,Technology_gpu
1910.06764,BELONGS_TO,Technology_nlp
2307.06530,BELONGS_TO,Technology_librispeech
2307.06530,BELONGS_TO,Technology_aishell-1
1909.10892,BELONGS_TO,Technology_cs
1712.07199,BELONGS_TO,Technology_ai
1712.07199,PROPOSED,Method_word
Method_word,USES,Technology_ai
2105.13792,BELONGS_TO,Technology_nlp
2105.13792,PROPOSED,Method_early
2105.13792,RESEARCH_ON,Task_early
Method_early,USES,Technology_nlp
Method_early,EVALUATES,Task_early
Technology_nlp,BELONGS_TO,Task_early
2208.08408,PROPOSED,Method_f-score
2407.08956,BELONGS_TO,Technology_dece
2405.10548,BELONGS_TO,Technology_nlp
2405.10548,BELONGS_TO,Technology_llms
2405.10548,RESEARCH_ON,Task_task
Technology_nlp,BELONGS_TO,Task_task
Technology_llms,BELONGS_TO,Task_task
2304.12562,PROPOSED,Method_ir
1812.04238,PROPOSED,Method_neural
1710.08963,PROPOSED,Method_scaling
1907.09395,BELONGS_TO,Technology_information
1907.09395,BELONGS_TO,Technology_lstm
1907.09395,PROPOSED,Method_information
Method_information,USES,Technology_information
Method_information,USES,Technology_lstm
1302.6411,BELONGS_TO,Technology_turing
1302.6411,PROPOSED,Method_stochastic
1302.6411,PROPOSED,Method_newton's
Method_stochastic,USES,Technology_turing
Method_stochastic,IMPROVES,Method_newton's
Method_newton's,USES,Technology_turing
Method_newton's,IMPROVES,Method_stochastic
1904.06707,BELONGS_TO,Technology_attentive
1904.06707,PROPOSED,Method_attentive
1904.06707,PROPOSED,Method_one-token
Method_attentive,USES,Technology_attentive
Method_attentive,IMPROVES,Method_one-token
Method_one-token,USES,Technology_attentive
Method_one-token,IMPROVES,Method_attentive
2307.10700,BELONGS_TO,Technology_big
2003.07000,BELONGS_TO,Technology_trans-blstm
2410.12852,BELONGS_TO,Technology_nlp
2307.14500,BELONGS_TO,Technology_ie
1808.05697,PROPOSED,Method_ther
1808.05697,PROPOSED,Method_bayes-by
Method_ther,IMPROVES,Method_bayes-by
Method_bayes-by,IMPROVES,Method_ther
2303.13365,BELONGS_TO,Technology_deep
2303.13365,BELONGS_TO,Technology_dl
2303.13365,BELONGS_TO,Technology_ml
2303.13365,PROPOSED,Method_deep
2303.13365,PROPOSED,Method_dl
Method_deep,USES,Technology_dl
Method_deep,USES,Technology_ml
Method_deep,IMPROVES,Method_dl
Method_dl,USES,Technology_deep
Method_dl,IMPROVES,Method_deep
2501.00598,BELONGS_TO,Technology_computing
2501.00598,PROPOSED,Method_syntactic
Method_syntactic,USES,Technology_computing
2312.16240,BELONGS_TO,Technology_nlp
2312.16240,PROPOSED,Method_merging
Method_merging,USES,Technology_nlp
2110.01336,BELONGS_TO,Technology_python
2412.17846,BELONGS_TO,Technology_gsm8k
2412.17846,RESEARCH_ON,Task_ground
Technology_gsm8k,BELONGS_TO,Task_ground
2205.08808,RESEARCH_ON,Task_natural
2309.02092,RESEARCH_ON,Task_ective
2211.11838,BELONGS_TO,Technology_adafocal
2211.11838,BELONGS_TO,Technology_nlp
2211.11838,RESEARCH_ON,Task_calibration-aware
2211.11838,RESEARCH_ON,Task_nlp
Technology_adafocal,BELONGS_TO,Task_calibration-aware
Technology_adafocal,BELONGS_TO,Task_nlp
Technology_nlp,BELONGS_TO,Task_calibration-aware
Technology_nlp,BELONGS_TO,Task_nlp
2205.01818,BELONGS_TO,Technology_i-code
2205.01818,PROPOSED,Method_i-code
Method_i-code,USES,Technology_i-code
2405.03882,BELONGS_TO,Technology_trio-vit
2405.03882,PROPOSED,Method_trio-vit
Method_trio-vit,USES,Technology_trio-vit
2502.02191,BELONGS_TO,Technology_llms
2502.02191,BELONGS_TO,Technology_artificial
2309.11127,BELONGS_TO,Technology_semantic
2309.11127,PROPOSED,Method_ssc
2309.11127,PROPOSED,Method_scc
