head,relation,tail
Method_SVR,FIRST_INTRODUCED,2019
Method_SWA,FIRST_INTRODUCED,2022
Method_SWAG,FIRST_INTRODUCED,2024
Method_SX-means,FIRST_INTRODUCED,2020
Method_SYCL-DNN,FIRST_INTRODUCED,2019
Method_Saliency_Attention_and_Semantic_Similarity_driven_adversarial_Perturbation,FIRST_INTRODUCED,2024
Method_Sampling,FIRST_INTRODUCED,2023
Method_Sampling_Techniques_for_Generating_Melodies_with_a_Transformer_Language_Model,FIRST_INTRODUCED,2023
Method_Scaffold-BPE,FIRST_INTRODUCED,2024
Method_Scalable_Consistency_Training_for_Graph_Neural_Networks_via_Self-Ensemble_Self-Distillation,FIRST_INTRODUCED,2021
Method_Scalable_Multi-phase_Word_Embedding_Using_Conjunctive_Propositional_Clauses,FIRST_INTRODUCED,2025
Method_Scalable_oversight_and_weak-to-strong_generalization,FIRST_INTRODUCED,2025
Method_Scaled_ReAttention,FIRST_INTRODUCED,2023
Method_Scaling_Text_with_the_Class_Affinity_Model,FIRST_INTRODUCED,2017
Method_Scaling_analysis,FIRST_INTRODUCED,2023
Method_Scene_Graph_Modification_Based_on_Natural_Language_Commands,FIRST_INTRODUCED,2020
Method_Scheduled_Sampling,FIRST_INTRODUCED,2020
Method_ScienceQA,FIRST_INTRODUCED,2025
Method_Scientific_Simulations,FIRST_INTRODUCED,2023
Method_ScispaCy,FIRST_INTRODUCED,2023
Method_SeNER,FIRST_INTRODUCED,2025
Method_Search_and_Semantically_Replace,FIRST_INTRODUCED,2021
Method_Seasonal_Auto-Regressive_Integrated_Moving_Average,FIRST_INTRODUCED,2024
Method_Secure_Distributed_Training_at_Scale,FIRST_INTRODUCED,2021
Method_SegMix,FIRST_INTRODUCED,2023
Method_Segmentation,FIRST_INTRODUCED,2022
Method_Segmented_Harmonic_Loss,FIRST_INTRODUCED,2023
Method_Selecting_Shots_for_Demographic_Fairness_in_Few-Shot_Learning_with_Large_Language_Models,FIRST_INTRODUCED,2023
Method_Selective_Context_Filtering,FIRST_INTRODUCED,2025
Method_Selective_Rehearsal,FIRST_INTRODUCED,2023
Method_Selective_Training,FIRST_INTRODUCED,2023
Method_Self-Adversarial_Negative_Sampling,FIRST_INTRODUCED,2024
Method_Self-Attention_Encoding_and_Pooling,FIRST_INTRODUCED,2020
Method_Self-Attentional_Models_for_Lattice_Inputs,FIRST_INTRODUCED,2019
Method_Self-Augmentation,FIRST_INTRODUCED,2023
Method_Self-Consistency,FIRST_INTRODUCED,2024
Method_Self-Contrastive_Learning,FIRST_INTRODUCED,2023
Method_Self-Controlled_Text_Augmentation,FIRST_INTRODUCED,2023
Method_Self-Guided_Contrastive_Learning,FIRST_INTRODUCED,2021
Method_Self-Knowledge_Distillation_based_Graph-based_Knowledge_Distillation,FIRST_INTRODUCED,2023
Method_Self-Supervised_Attention_(SSA,FIRST_INTRODUCED,2020
Method_Self-Supervised_Multilingual_Punctuation-Agnostic_Sentence_Segmentation,FIRST_INTRODUCED,2023
Method_Self-Supervised_Prompting,FIRST_INTRODUCED,2024
Method_Self-Supervised_Task-Agnostic_Prompt_Compression_for_Faithfulness_and_Transferability,FIRST_INTRODUCED,2024
Method_Self-attention,FIRST_INTRODUCED,2019
Method_Self-consistency_Guided_Filtering,FIRST_INTRODUCED,2023
Method_Self-disclosure,FIRST_INTRODUCED,2021
Method_Self-paced_Learning,FIRST_INTRODUCED,2020
Method_Self-rewarding,FIRST_INTRODUCED,2024
Method_Self-training,FIRST_INTRODUCED,2023
Method_Selfie-to-Anime,FIRST_INTRODUCED,2021
Method_Selfie-to-Anime_and_Monet-to-Photo,FIRST_INTRODUCED,2021
Method_SemScale,FIRST_INTRODUCED,2019
Method_Semantic_Captioning,FIRST_INTRODUCED,2025
Method_Semantic_Communication_with_Adaptive_Universal_Transformer,FIRST_INTRODUCED,2021
Method_Semantic_Decomposition,FIRST_INTRODUCED,2025
Method_Semantic_Denoising,FIRST_INTRODUCED,2023
Method_Semantic_Distance,FIRST_INTRODUCED,2021
Method_Semantic_Folding,FIRST_INTRODUCED,2015
Method_Semantic_Labeling_Using_a_Deep_Contextualized_Language_Model,FIRST_INTRODUCED,2020
Method_Semantic_Parsing_Natural_Language_into_Relational_Algebra,FIRST_INTRODUCED,2021
Method_Semantic_Parsing_to_Manipulate_Relational_Database,FIRST_INTRODUCED,2021
Method_Semantic_Pivoting_Model_for_Effective_Event_Detection,FIRST_INTRODUCED,2022
Method_Semantic_Routing_for_Enhanced_Performance_of_LLM-Assisted_Intent-Based_5G_Core_Network_Management_and_Orchestration,FIRST_INTRODUCED,2024
Method_Semantic_Similarity-Based_Clustering_of_Findings_From_Security_Testing_Tools,FIRST_INTRODUCED,2022
Method_Semantic_Similarity-based_Graph_Structures,FIRST_INTRODUCED,2024
Method_Semantic_Similarity_Measure_of_Natural_Language_Text_through_Machine_Learning,FIRST_INTRODUCED,2023
Method_Semantic_Tagging,FIRST_INTRODUCED,2018
Method_Semantic_Transformation,FIRST_INTRODUCED,2019
Method_Semantic_Web,FIRST_INTRODUCED,2023
Method_Semantic_address_matching,FIRST_INTRODUCED,2024
Method_Semantic_parsing,FIRST_INTRODUCED,2019
Method_Semantic_robust_parsing,FIRST_INTRODUCED,1999
Method_Semantically_Replace,FIRST_INTRODUCED,2021
Method_Semantics-Preserving-Encoder,FIRST_INTRODUCED,2022
Method_Semi-Supervised_Learning,FIRST_INTRODUCED,2024
Method_Semi-automatic_WordNet_Linking_using_Word_Embeddings,FIRST_INTRODUCED,2022
Method_Semi-supervised_Word_Sense_Disambiguation_with_Neural_Models,FIRST_INTRODUCED,2016
Method_Sense-Maintained_Sentence_Mixup,FIRST_INTRODUCED,2022
Method_Sense-Plan-Ask,FIRST_INTRODUCED,2020
Method_Sensor_Snapshot_Tokenization,FIRST_INTRODUCED,2025
Method_Sent2Sent++,FIRST_INTRODUCED,2025
Method_SentMix,FIRST_INTRODUCED,2022
Method_Sentence-BERT,FIRST_INTRODUCED,2024
Method_Sentence-level_Language_Modeling,FIRST_INTRODUCED,2020
Method_SentencePiece_tokenization,FIRST_INTRODUCED,2024
Method_Sentence_Bottleneck_Autoencoders_from_Transformer_Language_Models,FIRST_INTRODUCED,2021
Method_Sentence_Simplification_via_Large_Language_Models,FIRST_INTRODUCED,2023
Method_Sentence_Transformers,FIRST_INTRODUCED,2022
Method_Sentence_embedding,FIRST_INTRODUCED,2021
Method_Sentiment_Analysis,FIRST_INTRODUCED,2021
Method_Sentiment_Analysis_for_Dravidian_Languages_in_Code-Mixed_Text,FIRST_INTRODUCED,2021
Method_Sentiment_Inconsistency_Analysis,FIRST_INTRODUCED,2024
Method_Sentiment_Polarity,FIRST_INTRODUCED,2023
Method_Sentiment_Tagging_with_Partial_Labels_using_Modular_Architectures,FIRST_INTRODUCED,2019
Method_Separate_Learning_Rates_and_Dual_Step_Training,FIRST_INTRODUCED,2023
Method_Seq2Seq,FIRST_INTRODUCED,2020
Method_Sequence-to-Sequence_Lexical_Normalization_with_Multilingual_Transformers_Current_benchmark_tasks_for_natural_language_processing_contain_text_that_is_qualitatively_different_from_the_text_used_in_informal_day_to_day_digital_communication._This_discrepancy_has_led_to_severe_performance_degradation_of_state-of-the-art_NLP_models_when_fine-tuned_on_real-world_data._One_way_to_resolve_this_issue_is_through_lexical_normalization,FIRST_INTRODUCED,2021
Method_Sequence_Embedding,FIRST_INTRODUCED,2021
Method_Sequence_Learning_Using_Equilibrium_Propagation,FIRST_INTRODUCED,2022
Method_Sequencer2D,FIRST_INTRODUCED,2023
Method_Sequencer2D-L,FIRST_INTRODUCED,2022
Method_Sequential_Labeling,FIRST_INTRODUCED,2016
Method_Sequential_Piecewise_Linear_Programming,FIRST_INTRODUCED,2020
Method_Sequential_Quadratic_Programming,FIRST_INTRODUCED,2018
Method_Session-based_k-NNs,FIRST_INTRODUCED,2020
Method_SetFit,FIRST_INTRODUCED,2023
Method_Set_Interdependence_Transformer,FIRST_INTRODUCED,2022
Method_Sharpness_Aware_Minimization,FIRST_INTRODUCED,2025
Method_ShutText,FIRST_INTRODUCED,2021
Method_Sigmoid_Trick,FIRST_INTRODUCED,2023
Method_SignCRP,FIRST_INTRODUCED,2023
Method_Signal-RL,FIRST_INTRODUCED,2024
Method_Signal_Processing_Dynamic_Windowing,FIRST_INTRODUCED,2021
Method_SimCSE,FIRST_INTRODUCED,2023
Method_SimCTG,FIRST_INTRODUCED,2022
Method_SimMIM,FIRST_INTRODUCED,2021
Method_SimPO,FIRST_INTRODUCED,2024
Method_Simple_Image_Description_Generator_via_a_Linear_Phrase-Based_Approach,FIRST_INTRODUCED,2014
Method_Simple_Preference_Optimization,FIRST_INTRODUCED,2024
Method_Simple_Semantic_Filtering,FIRST_INTRODUCED,2012
Method_Simple_Semi-Supervised_Text_Classification_using_Pretrained_Word_Embeddings,FIRST_INTRODUCED,2019
Method_SimulST,FIRST_INTRODUCED,2023
Method_Simulating_Weighted_Automata_over_Sequences_and_Trees_with_Transformers,FIRST_INTRODUCED,2024
Method_Simulation,FIRST_INTRODUCED,2022
Method_Simultaneous_Contact-Rich_Grasping_and_Locomotion_via_Distributed_Optimization,FIRST_INTRODUCED,2022
Method_Simultaneous_Translation_with_Flexible_Policy_via_Restricted_Imitation_Learning,FIRST_INTRODUCED,2019
Method_Single_Pass_Entrywise-Transformed_Low_Rank_Approximation,FIRST_INTRODUCED,2021
Method_Singular_Value_Decomposition,FIRST_INTRODUCED,2025
Method_Singular_Value_Decomposition_Knowledge_Gathering,FIRST_INTRODUCED,2022
Method_Singular_Vector_Canonical_Correlation_Analysis,FIRST_INTRODUCED,2018
Method_Situation_Analysis_and_Persuasion_Strategies,FIRST_INTRODUCED,2024
Method_Sketch-Guided_Constrained_Decoding_for_Boosting_Blackbox_Large_Language_Models_without_Logit_Access_Constrained_decoding,FIRST_INTRODUCED,2024
Method_Skill-Occupation_Graph_Context,FIRST_INTRODUCED,2023
Method_Skip-Clip,FIRST_INTRODUCED,2024
Method_Skip-Gram,FIRST_INTRODUCED,2016
Method_Skip-Thought_Vectors,FIRST_INTRODUCED,2015
Method_Skip-gram,FIRST_INTRODUCED,2021
Method_Skip-gram_embeddings,FIRST_INTRODUCED,2017
Method_Skip_Scanning,FIRST_INTRODUCED,2024
Method_SmartFlow,FIRST_INTRODUCED,2024
Method_Smoothed_Knowledge_Distillation,FIRST_INTRODUCED,2025
Method_Smoothness-inducing_regularization,FIRST_INTRODUCED,2019
Method_SoFT,FIRST_INTRODUCED,2023
Method_SoTA,FIRST_INTRODUCED,2019
Method_SocialIQa,FIRST_INTRODUCED,2022
Method_Socially_Aware_Bias_Measurements_for_Hindi_Language_Representations,FIRST_INTRODUCED,2021
Method_Sociolinguistics,FIRST_INTRODUCED,2020
Method_SoftEDA:_Rethinking_Rule-Based_Data_Augmentation_with_Soft_Labels,FIRST_INTRODUCED,2024
Method_SoftPromptComp,FIRST_INTRODUCED,2024
Method_SoftWEAT_debiasing,FIRST_INTRODUCED,2020
Method_Soft_and_Deep_Prompt-Tuning,FIRST_INTRODUCED,2024
"Method_Software_Testing_with_Large_Language_Models:_Survey,_Landscape,_and_Vision",FIRST_INTRODUCED,2023
Method_Solo_Performance_Prompting,FIRST_INTRODUCED,2025
Method_SortedNet,FIRST_INTRODUCED,2023
Method_Sorted_Fine-Tuning,FIRST_INTRODUCED,2023
Method_Source-Side_Pre-Processing_Machine_Translation,FIRST_INTRODUCED,2014
Method_SpanDrop,FIRST_INTRODUCED,2022
Method_SpanSegTag,FIRST_INTRODUCED,2021
Method_SpanSeq,FIRST_INTRODUCED,2024
Method_Span_Extraction,FIRST_INTRODUCED,2021
Method_Spark_Ecosystem_Automatic_Term_Recognition,FIRST_INTRODUCED,2023
Method_Sparsely_Activated_LoRA_(SAL,FIRST_INTRODUCED,2023
Method_Spatial_FAT,FIRST_INTRODUCED,2021
Method_Spectral_Clustering_algorithm,FIRST_INTRODUCED,2024
Method_Spectral_Collaborative_Indexing,FIRST_INTRODUCED,2023
Method_Spectrogram_Perturbation_for_Explainable_Speech-to-text_Generation,FIRST_INTRODUCED,2024
Method_Speech-LLaMA,FIRST_INTRODUCED,2023
Method_Speech_Embedding_Association_Test,FIRST_INTRODUCED,2023
Method_Speech_Processing_and_Recognition,FIRST_INTRODUCED,2021
Method_Speech_Recognition,FIRST_INTRODUCED,2019
Method_Speech_processing,FIRST_INTRODUCED,2023
Method_Spider-Realistic,FIRST_INTRODUCED,2024
Method_Spider-SS,FIRST_INTRODUCED,2022
Method_Spider_Dev,FIRST_INTRODUCED,2024
Method_SpikeZIP-TF,FIRST_INTRODUCED,2024
Method_Split_and_Rephrase,FIRST_INTRODUCED,2017
Method_Spoken_Language,FIRST_INTRODUCED,2024
Method_StRE,FIRST_INTRODUCED,2019
Method_Stable_Diffusion_and_Imagen,FIRST_INTRODUCED,2023
Method_Standard_Fine-Tuning,FIRST_INTRODUCED,2023
Method_Static_Fuzzy_Bag-of-Words,FIRST_INTRODUCED,2023
Method_Statistical,FIRST_INTRODUCED,2023
Method_Statistical_Machine_Translation,FIRST_INTRODUCED,2023
Method_Statistical_Parsing_by_Machine_Learning,FIRST_INTRODUCED,2015
Method_Statistical_Testing,FIRST_INTRODUCED,2023
Method_Statistical_machine_translation,FIRST_INTRODUCED,2023
Method_Stemming,FIRST_INTRODUCED,2013
Method_Step_by_Step,FIRST_INTRODUCED,2023
Method_StereoKG,FIRST_INTRODUCED,2022
Method_Stochastic_Context-Free_Grammars,FIRST_INTRODUCED,2013
Method_Stochastic_Context_Learning,FIRST_INTRODUCED,2023
Method_Stochastic_Dual_Dynamic_Programming,FIRST_INTRODUCED,2018
Method_Stochastic_Gradient_Descent,FIRST_INTRODUCED,2018
Method_Stochastic_Weight_Averaging,FIRST_INTRODUCED,2022
Method_Stochastically_Subsampled_self-Attention,FIRST_INTRODUCED,2023
Method_Stock-specific_News_Analyzing_Model_Natural_Language_Processing,FIRST_INTRODUCED,2022
Method_Stop_Words_Removal,FIRST_INTRODUCED,2022
Method_Story_Cloze_Test,FIRST_INTRODUCED,2016
Method_Story_Grammar_Semantic_Matching,FIRST_INTRODUCED,2025
Method_Stratified_Analysis,FIRST_INTRODUCED,2024
Method_Structural_Correspondence_Learning_for_Cross-lingual_Sentiment_Classification_with_One-to-many_Mappings,FIRST_INTRODUCED,2016
Method_Structural_Instruction_Tuning,FIRST_INTRODUCED,2024
Method_Structural_correspondence_learning,FIRST_INTRODUCED,2016
Method_Structure_Pattern_Perception_Compression,FIRST_INTRODUCED,2025
Method_Structured_Attention_for_Unsupervised_Dialogue_Structure_Induction,FIRST_INTRODUCED,2020
Method_Structured_Event_Reasoning_with_Large_Language_Models,FIRST_INTRODUCED,2024
Method_Structured_Neural_Summarization,FIRST_INTRODUCED,2018
Method_Structured_Pruning,FIRST_INTRODUCED,2025
Method_Structured_Symbolic_Decomposition,FIRST_INTRODUCED,2024
Method_Structured_prompt_interrogation_and_recursive_extraction_of_semantics,FIRST_INTRODUCED,2023
Method_Structured_pruning,FIRST_INTRODUCED,2024
Method_Student's_\textit{t}-Distribution_method,FIRST_INTRODUCED,2023
Method_Style-transfer_and_Paraphrase,FIRST_INTRODUCED,2020
Method_Stylometry,FIRST_INTRODUCED,2020
Method_Sub-Task_Decomposition,FIRST_INTRODUCED,2022
Method_SubLIME,FIRST_INTRODUCED,2024
Method_Subband_Decomposition,FIRST_INTRODUCED,2017
Method_Sublinear_Time_Approximation_of_Text_Similarity_Matrices,FIRST_INTRODUCED,2021
Method_Submodular_Function_Optimization,FIRST_INTRODUCED,2024
Method_Subsentence_Extraction_from_Text_Using_Coverage-Based_Deep_Learning_Language_Models,FIRST_INTRODUCED,2021
Method_Subword_Embedding_from_Bytes,FIRST_INTRODUCED,2024
Method_Suffix-\sigma,FIRST_INTRODUCED,2012
Method_Suffix_Bidirectional_LSTM,FIRST_INTRODUCED,2018
Method_SupCLSeq,FIRST_INTRODUCED,2021
Method_Super-Pixel_Guided_Prompting,FIRST_INTRODUCED,2024
Method_Super-Resolution,FIRST_INTRODUCED,2021
Method_Supergenome_Sorting,FIRST_INTRODUCED,2024
Method_Supervised_Contrastive_Learning,FIRST_INTRODUCED,2021
Method_Supervised_Fine-Tuning,FIRST_INTRODUCED,2023
Method_Supervised_Fine-tuning,FIRST_INTRODUCED,2024
Method_Supervised_Machine_Learning_Algorithms,FIRST_INTRODUCED,2020
Method_Supervised_Sample-Label_Contrastive_Learning_with_Soft-HGR_Maximal_Correlation,FIRST_INTRODUCED,2023
Method_Support_Vector_Machine,FIRST_INTRODUCED,2023
Method_Support_Vector_Machine_and_Logistic_Regression,FIRST_INTRODUCED,2021
Method_Swift_Cross-Dataset_Pruning,FIRST_INTRODUCED,2025
Method_SwitchPrompt,FIRST_INTRODUCED,2023
Method_Syllable-level_Textual_Adversarial_Attack_on_Tibetan_Script,FIRST_INTRODUCED,2024
Method_Symantec_Sitereview,FIRST_INTRODUCED,2024
Method_Symbolic_XAI,FIRST_INTRODUCED,2024
Method_Synergized_LLMs_+_KGs,FIRST_INTRODUCED,2023
Method_Synonym_Encoding_Method,FIRST_INTRODUCED,2019
Method_Syntactic_Agreement_Tests,FIRST_INTRODUCED,2020
Method_Syntactic_Search_by_Examples,FIRST_INTRODUCED,2021
"Method_Syntactic_parsing_is_useful_in_SA_because_explicit_syntactic_information_can_improve_accuracy_while_providing_explainability,_but_it_tends_to_be_a_computational_bottleneck_in_practice_due_to_the_slowness_of_parsing_algorithms._This_paper_addresses_said_bottleneck_by_using_a_SEquence_Labeling",FIRST_INTRODUCED,2024
Method_Syntactic_parsing_using_dependency_structures,FIRST_INTRODUCED,2020
Method_Syntax-Aware_Language_Modeling_with_Recurrent_Neural_Networks,FIRST_INTRODUCED,2018
Method_Syntax-based_Attention_Model_for_Natural_Language_Inference,FIRST_INTRODUCED,2016
Method_Syntax-based_Deep_Matching_of_Short_Texts,FIRST_INTRODUCED,2015
Method_Syntax-guided_Graph_Transformer,FIRST_INTRODUCED,2021
Method_Synthetic_Minority_Over-sampling_Technique,FIRST_INTRODUCED,2022
Method_Systematic_Error_Analysis_and_Labeling,FIRST_INTRODUCED,2022
Method_T-GSA,FIRST_INTRODUCED,2019
Method_T-Projection,FIRST_INTRODUCED,2025
Method_T-SciQ,FIRST_INTRODUCED,2023
Method_T-test,FIRST_INTRODUCED,2018
Method_TAG,FIRST_INTRODUCED,2021
Method_TAGs,FIRST_INTRODUCED,2024
Method_TAL,FIRST_INTRODUCED,2023
Method_TALL-masks,FIRST_INTRODUCED,2024
Method_TAP,FIRST_INTRODUCED,2023
Method_TARGET,FIRST_INTRODUCED,2023
Method_TDA,FIRST_INTRODUCED,2023
Method_TEM,FIRST_INTRODUCED,2021
Method_TEMPERA,FIRST_INTRODUCED,2024
Method_TF-IDF,FIRST_INTRODUCED,2024
Method_TF-IDF_ranking,FIRST_INTRODUCED,2019
Method_TFIDF,FIRST_INTRODUCED,2020
Method_TFTs,FIRST_INTRODUCED,2021
Method_TK,FIRST_INTRODUCED,2019
Method_TL,FIRST_INTRODUCED,2024
Method_TLP,FIRST_INTRODUCED,2022
Method_TMA,FIRST_INTRODUCED,2023
Method_TMD,FIRST_INTRODUCED,2022
Method_TPLM-based_method,FIRST_INTRODUCED,2024
Method_TS-MGDL,FIRST_INTRODUCED,2023
Method_TS-SS,FIRST_INTRODUCED,2019
Method_TTPXHunter,FIRST_INTRODUCED,2024
Method_TTS,FIRST_INTRODUCED,2023
Method_TWP,FIRST_INTRODUCED,2023
Method_TX-Ray,FIRST_INTRODUCED,2019
Method_Ta,FIRST_INTRODUCED,2023
Method_TaSc,FIRST_INTRODUCED,2021
Method_TabDeco,FIRST_INTRODUCED,2024
Method_Tabbing,FIRST_INTRODUCED,2025
Method_Tabular_Embeddings_for_Tables_with_Bi-Dimensional_Hierarchical_Metadata_and_Nesting_Embeddings,FIRST_INTRODUCED,2025
Method_Tabular_Transfer_Learning_via_Prompting_LLMs,FIRST_INTRODUCED,2024
Method_Tactile_Tool_Manipulation,FIRST_INTRODUCED,2023
Method_Tag&Tab,FIRST_INTRODUCED,2025
Method_Tag-Guided_HyperRecNN/TreeLSTM,FIRST_INTRODUCED,2018
Method_Tagging,FIRST_INTRODUCED,2025
Method_Targeted_Concept_Erasure,FIRST_INTRODUCED,2023
Method_Targeted_Paraphrasing_via_RL,FIRST_INTRODUCED,2024
Method_Task-Adaptive_Distillation,FIRST_INTRODUCED,2021
Method_Task-adaptive_pre-training,FIRST_INTRODUCED,2023
Method_Task-driven_Layerwise_Additive_Activation_Intervention,FIRST_INTRODUCED,2025
Method_Task_Agnostic_Architecture_for_Algorithm_Induction_via_Implicit_Composition,FIRST_INTRODUCED,2024
Method_Task_Arithmetic,FIRST_INTRODUCED,2024
Method_Taskonomy,FIRST_INTRODUCED,2019
Method_Technique_for_Order_of_Preference_by_Similarity_to_Ideal_Solution,FIRST_INTRODUCED,2018
Method_TempBalance,FIRST_INTRODUCED,2024
Method_Template_serialization,FIRST_INTRODUCED,2024
Method_Temporal_summarization,FIRST_INTRODUCED,2021
Method_TensorFlow,FIRST_INTRODUCED,2017
Method_TensorFlow-Lite,FIRST_INTRODUCED,2021
Method_TensorFlow_Text,FIRST_INTRODUCED,2020
Method_Term_Frequency-Inverse_Document_Frequency,FIRST_INTRODUCED,2024
Method_Term_Frequency_-_Inverse_Document_Frequency_representation_(TF-IDF)_+_Support_Vector_Machine,FIRST_INTRODUCED,2019
Method_TesseraQ,FIRST_INTRODUCED,2024
Method_Tesseract_OCR,FIRST_INTRODUCED,2024
Method_Test-Time_Augmentation,FIRST_INTRODUCED,2022
Method_Test-Time_Personalization_with_Meta_Prompt_for_Gaze_Estimation,FIRST_INTRODUCED,2024
Method_Test-time_augmentation_(TTA,FIRST_INTRODUCED,2024
Method_Test_F1,FIRST_INTRODUCED,2021
Method_Text,FIRST_INTRODUCED,2022
Method_Text-CRS,FIRST_INTRODUCED,2023
Method_Text-Grad,FIRST_INTRODUCED,2025
Method_Text-To-Speech,FIRST_INTRODUCED,2023
Method_Text-to-Battery_Recipe,FIRST_INTRODUCED,2024
Method_Text-to-Image,FIRST_INTRODUCED,2023
Method_Text-to-Image_Representation_for_Semantic_Similarity_Evaluation_using_Transformers,FIRST_INTRODUCED,2024
Method_Text-to-SQL,FIRST_INTRODUCED,2024
Method_Text-to-SQL_Error_Correction_with_Language_Models_of_Code,FIRST_INTRODUCED,2023
Method_Text-to-Schema_Modeling,FIRST_INTRODUCED,2023
Method_Text-to-UMLS,FIRST_INTRODUCED,2021
Method_Text-to-Video,FIRST_INTRODUCED,2023
Method_Text-to-Vis,FIRST_INTRODUCED,2024
Method_Text-to-image,FIRST_INTRODUCED,2024
Method_TextFooler,FIRST_INTRODUCED,2024
Method_TextGrad,FIRST_INTRODUCED,2022
Method_TextGram,FIRST_INTRODUCED,2024
Method_TextRank_for_sentence_extraction_method,FIRST_INTRODUCED,2025
Method_Text_Classification,FIRST_INTRODUCED,2024
"Method_Text_Classification,_Intent_Classification,_Relation_Extraction,_and_Named_Entity_Recognition",FIRST_INTRODUCED,2023
Method_Text_Classification_in_Turkish_Language,FIRST_INTRODUCED,2024
Method_Text_Compression-aided_Transformer_Encoding,FIRST_INTRODUCED,2021
Method_Text_Frequency_Analysis,FIRST_INTRODUCED,2024
Method_Text_Level_Classification,FIRST_INTRODUCED,2022
Method_Text_Mining,FIRST_INTRODUCED,2019
Method_Text_QDET,FIRST_INTRODUCED,2023
Method_Text_Quality-Based_Pruning_for_Efficient_Training_of_Language_Models,FIRST_INTRODUCED,2024
Method_Text_Segmentation_Using_Exponential_Models,FIRST_INTRODUCED,1997
Method_Text_Steganalysis_with_Attentional_LSTM-CNN,FIRST_INTRODUCED,2019
Method_Text_Style_Transfer,FIRST_INTRODUCED,2024
Method_Text_Summarization,FIRST_INTRODUCED,2021
Method_Text_Understanding_and_Reasoning,FIRST_INTRODUCED,2024
Method_Text_matching_with_Deep_Info_Max,FIRST_INTRODUCED,2020
Method_Text_representations_using_neural_word_embeddings,FIRST_INTRODUCED,2018
Method_Texts_and_Votes,FIRST_INTRODUCED,2018
Method_Textual_Manifold-based_Defense,FIRST_INTRODUCED,2022
Method_Theme-Aware_Keyword_Extraction,FIRST_INTRODUCED,2023
Method_TidalDecode,FIRST_INTRODUCED,2024
Method_Time-LlaMA,FIRST_INTRODUCED,2025
Method_Time_Series_Analysis,FIRST_INTRODUCED,2023
Method_Time_Series_Analysis_and_Natural_Language_Processing,FIRST_INTRODUCED,2023
Method_TinyGenius,FIRST_INTRODUCED,2022
Method_Tk-instruct,FIRST_INTRODUCED,2023
Method_ToD,FIRST_INTRODUCED,2021
Method_ToMi,FIRST_INTRODUCED,2022
Method_Token-Aware_Virtual_Adversarial_Training,FIRST_INTRODUCED,2020
Method_Token-Wise_Clipping,FIRST_INTRODUCED,2022
Method_Token_Path_Prediction,FIRST_INTRODUCED,2023
Method_Token_combining,FIRST_INTRODUCED,2024
Method_Tokenization,FIRST_INTRODUCED,2022
Method_Tools_and_Retrieval,FIRST_INTRODUCED,2024
Method_Top-K_Knowledge_Gathering,FIRST_INTRODUCED,2022
Method_Top2Vec,FIRST_INTRODUCED,2023
Method_Top_Mode,FIRST_INTRODUCED,2025
Method_Topic_Modeling,FIRST_INTRODUCED,2022
Method_Topic_Modeling_and_Clustering,FIRST_INTRODUCED,2022
Method_Topic_Models,FIRST_INTRODUCED,2018
Method_Topic_Taxonomy_Expansion_via_Hierarchy-Aware_Topic_Phrase_Generation,FIRST_INTRODUCED,2022
Method_Topological_Analysis_of_the_Attention_Matrices,FIRST_INTRODUCED,2023
Method_Topological_Data_Analysis,FIRST_INTRODUCED,2022
Method_Toric_grammars,FIRST_INTRODUCED,2013
Method_Torical_and_Circular_Hyperboloid,FIRST_INTRODUCED,2024
Method_Torrance_Tests_of_Creative_Thinking,FIRST_INTRODUCED,2024
Method_ToxicTrap,FIRST_INTRODUCED,2024
Method_TracIn,FIRST_INTRODUCED,2021
Method_TracIn-WE,FIRST_INTRODUCED,2022
Method_Tracking_Typological_Traits_of_Uralic_Languages_in_Distributed_Language_Representations,FIRST_INTRODUCED,2017
Method_Training_Dynamics,FIRST_INTRODUCED,2023
Method_TransDrift,FIRST_INTRODUCED,2022
Method_Transfer_Learning,FIRST_INTRODUCED,2022
Method_Transfer_Learning_and_BERT-Based_Models,FIRST_INTRODUCED,2023
Method_Transfer_Learning_and_Data_Transformations,FIRST_INTRODUCED,2021
Method_Transfer_Learning_for_Code-Related_Tasks,FIRST_INTRODUCED,2022
Method_Transformer,FIRST_INTRODUCED,2020
Method_Transformer-DR,FIRST_INTRODUCED,2022
Method_Transformer-Patcher,FIRST_INTRODUCED,2023
Method_Transformer-XL,FIRST_INTRODUCED,2024
Method_Transformer-based_Language_Models,FIRST_INTRODUCED,2022
"Method_Transformer-based_language_models,_pre-trained_word_embeddings",FIRST_INTRODUCED,2021
Method_Transformer-based_model,FIRST_INTRODUCED,2023
Method_Transformer_Based_Implementation_for_Automatic_Book_Summarization_Document_Summarization_is_the_procedure_of_generating_a_meaningful_and_concise_summary_of_a_given_document_with_the_inclusion_of_relevant_and_topic-important_points._There_are_two_approaches:_one_is_picking_up_the_most_relevant_statements_from_the_document_itself_and_adding_it_to_the_Summary_known_as_Extractive,FIRST_INTRODUCED,2023
Method_Transformer_CNN,FIRST_INTRODUCED,2024
Method_Transformer_Quantized_Variational_Autoencoders,FIRST_INTRODUCED,2024
Method_Transformer_Sequence-to-Sequence_Model,FIRST_INTRODUCED,2024
Method_Transformer_and_Chunk_Merging,FIRST_INTRODUCED,2019
Method_Transformer_and_Hybrid_Deep_Learning_Based_Models,FIRST_INTRODUCED,2024
